"min_total","mean_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","knife_edge_size","schedule","boost_level","mean_effort","effective_window","n_bursts","model"
0.0296985140185379,0.567490375416892,0.000416475146625344,0.567073900270266,0.13880325162101,1.83198462685688,5,"Threshold (troughs)",50,46.2022032003923,NA,0,"Original (theta=1, ir=1)"
0.00311270937308489,0.301598902210938,0.000187445317978595,0.301411456892959,0.210114643497666,1.97200129524529,5,"Threshold (peaks)",75,23.58984909774,0.6,2,"Original (theta=1, ir=1)"
0.0232901956204036,0.56560420925012,0.000430579430115236,0.565173629820004,0.140385290538423,1.86640201737577,5,"Threshold (troughs)",75,69.9910524759163,NA,0,"Original (theta=1, ir=1)"
0.00257112444183184,0.278383063623852,0.000174106480928673,0.278208957142924,0.229854449790947,1.97535378815273,5,"Threshold (peaks)",100,27.4893223462611,0.333333333333333,3,"Original (theta=1, ir=1)"
0.0277776018576738,0.564767042669411,0.000416027505772539,0.564351015163638,0.135821988797591,1.84126497476088,5,"Threshold (troughs)",100,93.8188104783799,NA,0,"Original (theta=1, ir=1)"
0.0023317783912104,0.233700470633317,0.000169928958896281,0.23353054167442,0.267120516435581,1.97507499345448,5,"Threshold (peaks)",150,33.6474451304976,0.2,4,"Original (theta=1, ir=1)"
0.0191214790881692,0.565025456523435,0.000350663499230919,0.564674793024204,0.141289875084152,1.88920762085551,5,"Threshold (troughs)",150,144.218709639357,NA,0,"Original (theta=1, ir=1)"
0.00207613383897018,0.20401704916551,0.000164473802349127,0.203852575363161,0.286233977260112,1.97560569236152,5,"Threshold (peaks)",200,37.762664156111,0.2,1,"Original (theta=1, ir=1)"
1.51173608837647e-24,2.04012347507343e-13,1.71883010323266e-18,2.04010628677239e-13,1.97449668889494e-12,1.9999999999988,5,"Threshold (troughs)",200,199.474415105431,NA,0,"Original (theta=1, ir=1)"
0.425924331474211,0.520432042362851,0.0126657304490531,0.507766311913798,0.126657304490531,0.310034039973121,10,"Constant",NA,10,NA,NA,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.40139265485342,0.517016471742458,0.00982037667695244,0.507196095065506,0.126926141851763,0.373130812209081,10,"Threshold (peaks)",20,12.5122152464796,2.6,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.419421593941261,0.515942661493133,0.00880051816067731,0.507142143332456,0.126409222441792,0.303385863295821,10,"Threshold (troughs)",20,17.3323052302424,6.8,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.398422674966784,0.516823252445022,0.00953779486749532,0.507285457577527,0.126921934435665,0.381093338844221,10,"Threshold (peaks)",30,12.9540649933682,1.4,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.387509634853481,0.508778638343949,0.004238744702077,0.504539893641872,0.127143017108167,0.37702129614593,10,"Threshold (troughs)",30,29.9978034157696,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.397353655506412,0.516613723705429,0.00938743198604867,0.507226291719381,0.126942540944029,0.383752664119386,10,"Threshold (peaks)",50,13.1903566243638,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.37966012195473,0.502043693874715,0.00254292349474597,0.499500770379969,0.127146174348632,0.381257718936132,10,"Threshold (troughs)",50,49.9999999269272,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.396757336932916,0.516460963859877,0.00929216668240427,0.507168797177473,0.126960752441109,0.385183495651609,10,"Threshold (peaks)",75,13.3412531324356,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.373854473239974,0.499956044782543,0.00169746389835246,0.498258580884191,0.127309792374766,0.391833104689423,10,"Threshold (troughs)",75,74.9999999995274,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.396386617550104,0.516354979468314,0.00922959644601327,0.507125383022301,0.126974227736083,0.386055006738213,10,"Threshold (peaks)",100,13.4414208381182,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.37167700444596,0.498862897153594,0.00127401389778496,0.497588883255809,0.127401389778389,0.395204744396928,10,"Threshold (troughs)",100,99.9999999999586,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.395904701828117,0.516205858623433,0.00914485076943471,0.507061007853998,0.126993833278988,0.387166325687238,10,"Threshold (peaks)",150,13.5787246559721,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.368701414238367,0.497734768410794,0.000850001797689957,0.496884766613104,0.127500269653486,0.400591134197033,10,"Threshold (troughs)",150,149.999999999995,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.395581239688693,0.516099640236958,0.00908591818520911,0.507013722051749,0.127007797648631,0.387900435173589,10,"Threshold (peaks)",200,13.6753847587243,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.367061251488101,0.497157117574732,0.000637763281705214,0.496519354293026,0.127552656341041,0.403667645197879,10,"Threshold (troughs)",200,199.999999999998,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.272099989920547,0.518555474699708,0.0045512730043493,0.514004201695358,0.127870727108441,0.746605252138623,9,"Constant",NA,10,NA,NA,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.219489658226678,0.515694220208075,0.00297730180088174,0.512716918407193,0.130738236856598,0.927822322080907,9,"Threshold (peaks)",20,13.0441663407299,2.8,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.267377658399315,0.509607524663698,0.00293120395449708,0.506676320709201,0.127292943589504,0.736081163739152,9,"Threshold (troughs)",20,17.3610605422299,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.204871025940768,0.512151176598078,0.00259756921259369,0.509553607385484,0.132157321728152,0.977585640930106,9,"Threshold (peaks)",30,14.6682838492726,2,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.255765267273425,0.50938610295862,0.00234354857417125,0.507042554384449,0.128581985241158,0.773184886124549,9,"Threshold (troughs)",30,26.1780827787746,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.185428266068833,0.507968428808373,0.00232352330068381,0.505644905507689,0.133203990878894,1.04573551098681,9,"Threshold (peaks)",50,16.5099661817064,1.2,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.237089236194458,0.512610139272958,0.0019150898893829,0.510695049383575,0.130887886558301,0.845435513793081,9,"Threshold (troughs)",50,44.1931405793125,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.182888318436056,0.506086852292518,0.002187742288389,0.503899110004129,0.133534615634991,1.0526413947079,9,"Threshold (peaks)",75,17.4823805078314,0.8,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.221296781389438,0.517050417722315,0.00162749168880693,0.515422926033508,0.130449674373735,0.911476469025349,9,"Threshold (troughs)",75,67.3156250285284,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.181704019673069,0.505084003878872,0.00210462715410629,0.502979376724766,0.133620943579213,1.05559909445716,9,"Threshold (peaks)",100,18.0251997823147,0.4,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.152977366927534,0.513024215559649,0.000102855726905352,0.512921359832743,0.131810910806974,1.18314214803303,9,"Threshold (troughs)",100,99.8861356591747,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.182709841177251,0.503798025586147,0.0019944604480664,0.501803565138081,0.133732773296397,1.04928102704282,9,"Threshold (peaks)",150,18.7437229142495,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.155535953622661,0.471080067516435,4.44199076574632e-05,0.471035647608777,0.134116485490431,1.10009229506235,9,"Threshold (troughs)",150,149.99383893956,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.177522522705096,0.502926064506751,0.00191908344963313,0.501006981057118,0.133767545200656,1.06842592457693,9,"Threshold (peaks)",200,19.2438270457817,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.157597295389101,0.468497096086664,2.54736570743416e-05,0.46847162242959,0.134825289579225,1.0868094698205,9,"Threshold (troughs)",200,199.997298948428,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0621423847470884,0.557743961185802,0.000990429213339934,0.556753531972462,0.128218025731306,1.65363002662166,5,"Constant",NA,10,NA,NA,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0119623802993069,0.494225108754595,0.000325954992066458,0.493899153762529,0.130487073326911,1.91842696983428,5,"Threshold (peaks)",20,13.7010651759958,1.6,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0450356412173057,0.540657163081843,0.000747594101290918,0.539909568980552,0.128858734645554,1.73880535748477,5,"Threshold (troughs)",20,17.1632198523116,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.00937614517353105,0.433932211215518,0.000192792521740678,0.433739418693777,0.171575333395866,1.93137632200339,5,"Threshold (peaks)",30,17.464428749428,1.4,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0447527337192493,0.531962591350953,0.000624090122620239,0.531338501228333,0.130219904012032,1.73536704889089,5,"Threshold (troughs)",30,26.3961055561794,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0062350045021812,0.388272692852111,0.00020364376431281,0.388069049087798,0.166325223576982,1.95207233966195,5,"Threshold (peaks)",50,20.8368792035916,0.9,2,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0522757513507912,0.527546338913947,0.000441339684815127,0.527104999229132,0.128723975215824,1.69175910685275,5,"Threshold (troughs)",50,45.4298465890567,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.00478170776788073,0.3835671025197,0.000187472650881831,0.383379629868818,0.162766734769565,1.96200634645842,5,"Threshold (peaks)",75,23.0144654158351,0.6,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0482941615576805,0.525402804695233,0.000432935441893909,0.524969869253339,0.128057037055011,1.71241578121851,5,"Threshold (troughs)",75,69.0804958266206,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.00449712486364077,0.386320040715371,0.000147129722838184,0.386172910992533,0.130385695213852,1.96330755222437,5,"Threshold (peaks)",100,22.2968747764696,0.4,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0539946915208397,0.525432562046729,0.000463032911810567,0.524969529134918,0.132438140632054,1.68102823733514,5,"Threshold (troughs)",100,93.3042373609614,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0054714463129199,0.379250325094176,6.49021958101209e-05,0.379185422898365,0.177496707068428,1.95344647445457,5,"Threshold (peaks)",150,29.3664197931746,0.2,1,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0379053538925022,0.527401317462212,0.000423882159974092,0.526977435302238,0.1280516589478,1.77123885015243,5,"Threshold (troughs)",150,142.079363409883,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0035637932449021,0.343114526738289,0.000115737252603155,0.342998789485685,0.17563565302656,1.96834297668989,5,"Threshold (peaks)",200,31.5313959846756,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
0.0407191618416659,0.529633708641278,0.000426081492973531,0.529207627148304,0.118187707732564,1.75634866985453,5,"Threshold (troughs)",200,189.493994201233,NA,0,"Reduced-cannibalism (theta=0.3, ir=1.3)"
